# docs/Project58/asserts.tsv — every string count operand NOT proven non-negative by construction,
# with the exact IR assert that discharges it at runtime.  Emit it immediately BEFORE the statement
# (same block; the count expression is evaluated in the statement's own context, IR.md 5.8).
# tier: base-class = a varying read (count = length word at A, data at A+1); cond = non-negative iff the
#       named length word(s) are; guard = proven by a dominating guard (no assert NEEDED, listed for completeness);
#       unknown = the tool could not decide (arithmetic / opaque / interprocedural); the assert still discharges it;
#       invariant (a005) = proven by dataflow: the count is a frame slot's length word (or C - it) and every writer of
#       that slot in the routine keeps it in [0, C] (literal assignments, the clamped append min(len+k, C)); no assert NEEDED;
#       derived (a004) = built from base-class length words by +, x, min/max: covered by the ROOT site's assert(s)
#       named in the root column (block:stmt role), which dominate it with the length word unchanged between.
# pc	block	stmt	op	routine	role	class	tier	needed	root	assert
7015C0AD	7015C0A3	0	WCMP	QUEST	s1/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s1-ac1 @7015C0AD")
701758F4	701758A0	52	WCMV	OP_EDIT.8@70175897	dst/ac0	register	derived	no	701758A0:21 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701758F4")
701758F4	701758A0	52	WCMV	OP_EDIT.8@70175897	src/ac1	register	derived	no	701758A0:21 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701758F4")
701758FD	701758A0	54	WCMV	OP_EDIT.8@70175897	dst/ac0	lenload-expr	derived	no	701758A0:54 src/ac1	assert((sx16(M16[M32[wp(ac3, -0xE)]])) >=s 0, "P58 derived dst-ac0 @701758FD")
701758FD	701758A0	54	WCMV	OP_EDIT.8@70175897	src/ac1	varying	base-class	yes		assert((sx16(M16[M32[wp(ac3, -0xE)]])) >=s 0, "P58 base-class src-ac1 @701758FD")
70175911	701758A0	69	WCMV	OP_EDIT.8@70175897	dst/ac0	register	derived	no	701758A0:21 src/ac1 & 701758A0:54 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70175911")
70175911	701758A0	69	WCMV	OP_EDIT.8@70175897	src/ac1	register	derived	no	701758A0:21 src/ac1 & 701758A0:54 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70175911")
70175933	7017592A	5	WCMV	OP_EDIT.8@70175897	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70175933")
70175933	7017592A	5	WCMV	OP_EDIT.8@70175897	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @70175933")
7017597B	70175972	1	WCMV	OP_EDIT.9@7017595A	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017597B")
7017597B	70175972	1	WCMV	OP_EDIT.9@7017595A	src/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard src-ac1 @7017597B")
70175FBD	70175FB4	0	WCMV	LOGON.2@70175EE2	src/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class src-ac1 @70175FBD")
70176076	7017606D	0	WCMV	LOGON.2@70175EE2	src/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class src-ac1 @70176076")
70176C8B	70176C5C	23	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176C5C:23 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)])) >=s 0, "P58 derived dst-ac0 @70176C8B")
70176C8B	70176C5C	23	WCMV	REPORT	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)])) >=s 0, "P58 base-class src-ac1 @70176C8B")
70176C94	70176C5C	25	WCMV	REPORT	dst/ac0	expr	derived	no	70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 1)) >=s 0, "P58 derived dst-ac0 @70176C94")
70176C94	70176C5C	25	WCMV	REPORT	src/ac1	expr	derived	no	70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 1)) >=s 0, "P58 derived src-ac1 @70176C94")
70176CAA	70176C5C	31	WCMV	REPORT	dst/ac0	expr	derived	no	70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 0x14)) >=s 0, "P58 derived dst-ac0 @70176CAA")
70176CAA	70176C5C	31	WCMV	REPORT	src/ac1	expr	derived	no	70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 0x14)) >=s 0, "P58 derived src-ac1 @70176CAA")
70176CB6	70176C5C	36	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176C5C:36 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)])) >=s 0, "P58 derived dst-ac0 @70176CB6")
70176CB6	70176C5C	36	WCMV	REPORT	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)])) >=s 0, "P58 base-class src-ac1 @70176CB6")
70176CBF	70176C5C	38	WCMV	REPORT	dst/ac0	expr	derived	no	70176C5C:36 src/ac1 & 70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 0x14)) >=s 0, "P58 derived dst-ac0 @70176CBF")
70176CBF	70176C5C	38	WCMV	REPORT	src/ac1	expr	derived	no	70176C5C:36 src/ac1 & 70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 0x14)) >=s 0, "P58 derived src-ac1 @70176CBF")
70176CCD	70176C5C	42	WCMV	REPORT	dst/ac0	expr	derived	no	70176C5C:36 src/ac1 & 70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 0x15)) >=s 0, "P58 derived dst-ac0 @70176CCD")
70176CCD	70176C5C	42	WCMV	REPORT	src/ac1	expr	derived	no	70176C5C:36 src/ac1 & 70176C5C:23 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x38281)]) + 0x15)) >=s 0, "P58 derived src-ac1 @70176CCD")
70176D71	70176D0E	26	WCMV	REPORT	dst/ac0	register	derived	no	70176D0E:26 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70176D71")
70176D71	70176D0E	26	WCMV	REPORT	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @70176D71")
70176D71	70176D0E	32	WCMV	REPORT	dst/ac0	register	derived	no	70176D0E:26 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70176D71")
70176D71	70176D0E	32	WCMV	REPORT	src/ac1	register	derived	no	70176D0E:26 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70176D71")
70176D71	70176D0E	42	WCMV	REPORT	dst/ac0	register	derived	no	70176D0E:26 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70176D71")
70176D71	70176D0E	42	WCMV	REPORT	src/ac1	register	derived	no	70176D0E:26 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70176D71")
70176D68	70176D0E	47	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176D0E:47 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)])) >=s 0, "P58 derived dst-ac0 @70176D68")
70176D68	70176D0E	47	WCMV	REPORT	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] - 0x271)])) >=s 0, "P58 base-class src-ac1 @70176D68")
70176D71	70176D0E	53	WCMV	REPORT	dst/ac0	register	derived	no	70176D0E:47 src/ac1 & 70176D0E:26 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70176D71")
70176D71	70176D0E	53	WCMV	REPORT	src/ac1	register	derived	no	70176D0E:47 src/ac1 & 70176D0E:26 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70176D71")
70176D7F	70176D0E	60	WCMV	REPORT	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @70176D7F")
70176D7F	70176D0E	60	WCMV	REPORT	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @70176D7F")
70176DFE	70176DE2	8	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176DE2:8 src/ac1	assert((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)])) >=s 0, "P58 derived dst-ac0 @70176DFE")
70176DFE	70176DE2	8	WCMV	REPORT	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)])) >=s 0, "P58 base-class src-ac1 @70176DFE")
70176E07	70176DE2	10	WCMV	REPORT	dst/ac0	wide-expr	derived	no	70176DE2:8 src/ac1	assert((M32[wp(ac3, 0xE)]) >=s 0, "P58 derived dst-ac0 @70176E07")
70176E07	70176DE2	10	WCMV	REPORT	src/ac1	wide-expr	derived	no	70176DE2:8 src/ac1	assert((M32[wp(ac3, 0xE)]) >=s 0, "P58 derived src-ac1 @70176E07")
70176E1A	70176DE2	17	WCMV	REPORT	dst/ac0	wide-expr	derived	no	70176DE2:8 src/ac1	assert((M32[wp(ac3, 0x10)]) >=s 0, "P58 derived dst-ac0 @70176E1A")
70176E1A	70176DE2	17	WCMV	REPORT	src/ac1	wide-expr	derived	no	70176DE2:8 src/ac1	assert((M32[wp(ac3, 0x10)]) >=s 0, "P58 derived src-ac1 @70176E1A")
70176E4E	70176DE2	25	WCMV	REPORT	dst/ac0	register	derived	no	70176DE2:25 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70176E4E")
70176E4E	70176DE2	25	WCMV	REPORT	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @70176E4E")
70176E2F	70176DE2	27	WCMV	REPORT	dst/ac0	wide-expr	derived	no	70176DE2:25 src/ac1 & 70176DE2:8 src/ac1	assert((M32[wp(ac3, 0x12)]) >=s 0, "P58 derived dst-ac0 @70176E2F")
70176E2F	70176DE2	27	WCMV	REPORT	src/ac1	wide-expr	derived	no	70176DE2:25 src/ac1 & 70176DE2:8 src/ac1	assert((M32[wp(ac3, 0x12)]) >=s 0, "P58 derived src-ac1 @70176E2F")
70176E3E	70176DE2	30	WCMV	REPORT	dst/ac0	wide-expr	derived	no	70176DE2:25 src/ac1 & 70176DE2:8 src/ac1	assert((M32[wp(ac3, 0x14)]) >=s 0, "P58 derived dst-ac0 @70176E3E")
70176E3E	70176DE2	30	WCMV	REPORT	src/ac1	wide-expr	derived	no	70176DE2:25 src/ac1 & 70176DE2:8 src/ac1	assert((M32[wp(ac3, 0x14)]) >=s 0, "P58 derived src-ac1 @70176E3E")
70176E45	70176DE2	32	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176DE2:32 src/ac1	assert((sx16(M16[wp(ac3, 0x2C)])) >=s 0, "P58 derived dst-ac0 @70176E45")
70176E45	70176DE2	32	WCMV	REPORT	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x2C)])) >=s 0, "P58 base-class src-ac1 @70176E45")
70176E4E	70176DE2	38	WCMV	REPORT	dst/ac0	register	derived	no	70176DE2:32 src/ac1 & 70176DE2:25 src/ac1 & 70176DE2:8 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70176E4E")
70176E4E	70176DE2	38	WCMV	REPORT	src/ac1	register	derived	no	70176DE2:32 src/ac1 & 70176DE2:25 src/ac1 & 70176DE2:8 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70176E4E")
70176E5F	70176DE2	44	WCMV	REPORT	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @70176E5F")
70176E5F	70176DE2	44	WCMV	REPORT	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @70176E5F")
70176EFA	70176ECD	18	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176ECD:18 src/ac1	assert((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)])) >=s 0, "P58 derived dst-ac0 @70176EFA")
70176EFA	70176ECD	18	WCMV	REPORT	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)])) >=s 0, "P58 base-class src-ac1 @70176EFA")
70176F03	70176ECD	20	WCMV	REPORT	dst/ac0	expr	derived	no	70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 4)) >=s 0, "P58 derived dst-ac0 @70176F03")
70176F03	70176ECD	20	WCMV	REPORT	src/ac1	expr	derived	no	70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 4)) >=s 0, "P58 derived src-ac1 @70176F03")
70176F16	70176ECD	27	WCMV	REPORT	dst/ac0	expr	derived	no	70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 5)) >=s 0, "P58 derived dst-ac0 @70176F16")
70176F16	70176ECD	27	WCMV	REPORT	src/ac1	expr	derived	no	70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 5)) >=s 0, "P58 derived src-ac1 @70176F16")
70176F22	70176ECD	32	WCMV	REPORT	dst/ac0	lenload-expr	derived	no	70176ECD:32 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 5)]) * 0x2AE) + M32[0x70000210] - 0x271)])) >=s 0, "P58 derived dst-ac0 @70176F22")
70176F22	70176ECD	32	WCMV	REPORT	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 5)]) * 0x2AE) + M32[0x70000210] - 0x271)])) >=s 0, "P58 base-class src-ac1 @70176F22")
70176F2B	70176ECD	34	WCMV	REPORT	dst/ac0	expr	derived	no	70176ECD:32 src/ac1 & 70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 5)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 5)) >=s 0, "P58 derived dst-ac0 @70176F2B")
70176F2B	70176ECD	34	WCMV	REPORT	src/ac1	expr	derived	no	70176ECD:32 src/ac1 & 70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 5)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 5)) >=s 0, "P58 derived src-ac1 @70176F2B")
70176F3C	70176ECD	37	WCMV	REPORT	dst/ac0	expr	derived	no	70176ECD:32 src/ac1 & 70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 5)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 0x1D)) >=s 0, "P58 derived dst-ac0 @70176F3C")
70176F3C	70176ECD	37	WCMV	REPORT	src/ac1	expr	derived	no	70176ECD:32 src/ac1 & 70176ECD:18 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 5)]) * 0x2AE) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x2AE) + M32[0x70000210] + 0x2A)]) * 0xB) - 0xFEA6E5C)]) + 0x1D)) >=s 0, "P58 derived src-ac1 @70176F3C")
701772FB	701772EC	5	WCMV	SEIGE	dst/ac0	expr	cond	yes		assert(((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x11)]) + 2)) >=s 0, "P58 cond dst-ac0 @701772FB")
701772FB	701772EC	5	WCMV	SEIGE	src/ac1	expr	cond	yes		assert(((sx16(M16[((sx16(M16[wp(ac3, 3)]) * 0x17) + M32[0x70000214] - 0x11)]) + 2)) >=s 0, "P58 cond src-ac1 @701772FB")
701773A7	70177364	13	WCMV	SEIGE	dst/ac0	register	derived	no	70177364:13 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701773A7")
701773A7	70177364	13	WCMV	SEIGE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701773A7")
70177388	70177364	15	WCMV	SEIGE	dst/ac0	wide-expr	unknown	yes		assert((M32[wp(ac3, 0x1E)]) >=s 0, "P58 unknown dst-ac0 @70177388")
70177388	70177364	15	WCMV	SEIGE	src/ac1	wide-expr	unknown	yes		assert((M32[wp(ac3, 0x1E)]) >=s 0, "P58 unknown src-ac1 @70177388")
70177397	70177364	18	WCMV	SEIGE	dst/ac0	wide-expr	unknown	yes		assert((M32[wp(ac3, 0x22)]) >=s 0, "P58 unknown dst-ac0 @70177397")
70177397	70177364	18	WCMV	SEIGE	src/ac1	wide-expr	unknown	yes		assert((M32[wp(ac3, 0x22)]) >=s 0, "P58 unknown src-ac1 @70177397")
7017739E	70177364	20	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	70177364:20 src/ac1	assert((sx16(M16[wp(ac3, 0x32)])) >=s 0, "P58 derived dst-ac0 @7017739E")
7017739E	70177364	20	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x32)])) >=s 0, "P58 base-class src-ac1 @7017739E")
701773A7	70177364	26	WCMV	SEIGE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701773A7")
701773A7	70177364	26	WCMV	SEIGE	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @701773A7")
701773B8	70177364	32	WCMV	SEIGE	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701773B8")
701773B8	70177364	32	WCMV	SEIGE	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @701773B8")
701775A3	7017758F	6	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	7017758F:6 src/ac1	assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 derived dst-ac0 @701775A3")
701775A3	7017758F	6	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 base-class src-ac1 @701775A3")
701775AE	7017758F	8	WCMV	SEIGE	dst/ac0	expr	derived	no	7017758F:6 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x17)) >=s 0, "P58 derived dst-ac0 @701775AE")
701775AE	7017758F	8	WCMV	SEIGE	src/ac1	expr	derived	no	7017758F:6 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x17)) >=s 0, "P58 derived src-ac1 @701775AE")
7017773B	7017771A	13	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	7017771A:13 src/ac1	assert((sx16(M16[wp(ac3, 0x32)])) >=s 0, "P58 derived dst-ac0 @7017773B")
7017773B	7017771A	13	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x32)])) >=s 0, "P58 base-class src-ac1 @7017773B")
70177744	7017771A	15	WCMV	SEIGE	dst/ac0	expr	derived	no	7017771A:13 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0xC)) >=s 0, "P58 derived dst-ac0 @70177744")
70177744	7017771A	15	WCMV	SEIGE	src/ac1	expr	derived	no	7017771A:13 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0xC)) >=s 0, "P58 derived src-ac1 @70177744")
70177753	7017771A	18	WCMV	SEIGE	dst/ac0	expr	derived	no	7017771A:13 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0x11)) >=s 0, "P58 derived dst-ac0 @70177753")
70177753	7017771A	18	WCMV	SEIGE	src/ac1	expr	derived	no	7017771A:13 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0x11)) >=s 0, "P58 derived src-ac1 @70177753")
7017775A	7017771A	20	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	7017771A:20 src/ac1	assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 derived dst-ac0 @7017775A")
7017775A	7017771A	20	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 base-class src-ac1 @7017775A")
70177763	7017771A	22	WCMV	SEIGE	dst/ac0	expr	derived	no	7017771A:13 src/ac1 & 7017771A:20 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + sx16(M16[wp(ac3, 8)]) + 0x11)) >=s 0, "P58 derived dst-ac0 @70177763")
70177763	7017771A	22	WCMV	SEIGE	src/ac1	expr	derived	no	7017771A:13 src/ac1 & 7017771A:20 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + sx16(M16[wp(ac3, 8)]) + 0x11)) >=s 0, "P58 derived src-ac1 @70177763")
70177774	7017771A	25	WCMV	SEIGE	dst/ac0	expr	derived	no	7017771A:13 src/ac1 & 7017771A:20 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + sx16(M16[wp(ac3, 8)]) + 0x23)) >=s 0, "P58 derived dst-ac0 @70177774")
70177774	7017771A	25	WCMV	SEIGE	src/ac1	expr	derived	no	7017771A:13 src/ac1 & 7017771A:20 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + sx16(M16[wp(ac3, 8)]) + 0x23)) >=s 0, "P58 derived src-ac1 @70177774")
701777C6	701777AF	8	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	701777AF:8 src/ac1	assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 derived dst-ac0 @701777C6")
701777C6	701777AF	8	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 base-class src-ac1 @701777C6")
701777CF	701777AF	10	WCMV	SEIGE	dst/ac0	expr	derived	no	701777AF:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x2B)) >=s 0, "P58 derived dst-ac0 @701777CF")
701777CF	701777AF	10	WCMV	SEIGE	src/ac1	expr	derived	no	701777AF:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x2B)) >=s 0, "P58 derived src-ac1 @701777CF")
701777DD	701777AF	14	WCMV	SEIGE	dst/ac0	expr	derived	no	701777AF:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x2C)) >=s 0, "P58 derived dst-ac0 @701777DD")
701777DD	701777AF	14	WCMV	SEIGE	src/ac1	expr	derived	no	701777AF:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x2C)) >=s 0, "P58 derived src-ac1 @701777DD")
70177811	701777F9	8	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	701777F9:8 src/ac1	assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 derived dst-ac0 @70177811")
70177811	701777F9	8	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 base-class src-ac1 @70177811")
7017781A	701777F9	10	WCMV	SEIGE	dst/ac0	expr	derived	no	701777F9:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x1C)) >=s 0, "P58 derived dst-ac0 @7017781A")
7017781A	701777F9	10	WCMV	SEIGE	src/ac1	expr	derived	no	701777F9:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x1C)) >=s 0, "P58 derived src-ac1 @7017781A")
7017782B	701777F9	13	WCMV	SEIGE	dst/ac0	expr	derived	no	701777F9:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x22)) >=s 0, "P58 derived dst-ac0 @7017782B")
7017782B	701777F9	13	WCMV	SEIGE	src/ac1	expr	derived	no	701777F9:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x22)) >=s 0, "P58 derived src-ac1 @7017782B")
701778D8	701778C1	8	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	701778C1:8 src/ac1	assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 derived dst-ac0 @701778D8")
701778D8	701778C1	8	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 8)])) >=s 0, "P58 base-class src-ac1 @701778D8")
701778E1	701778C1	10	WCMV	SEIGE	dst/ac0	expr	derived	no	701778C1:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x25)) >=s 0, "P58 derived dst-ac0 @701778E1")
701778E1	701778C1	10	WCMV	SEIGE	src/ac1	expr	derived	no	701778C1:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x25)) >=s 0, "P58 derived src-ac1 @701778E1")
701778EF	701778C1	14	WCMV	SEIGE	dst/ac0	expr	derived	no	701778C1:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x26)) >=s 0, "P58 derived dst-ac0 @701778EF")
701778EF	701778C1	14	WCMV	SEIGE	src/ac1	expr	derived	no	701778C1:8 src/ac1	assert(((sx16(M16[wp(ac3, 8)]) + 0x26)) >=s 0, "P58 derived src-ac1 @701778EF")
70177A66	70177A4E	8	WCMV	SEIGE	dst/ac0	lenload-expr	derived	no	70177A4E:8 src/ac1	assert((sx16(M16[wp(ac3, 0x32)])) >=s 0, "P58 derived dst-ac0 @70177A66")
70177A66	70177A4E	8	WCMV	SEIGE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x32)])) >=s 0, "P58 base-class src-ac1 @70177A66")
70177A6F	70177A4E	10	WCMV	SEIGE	dst/ac0	expr	derived	no	70177A4E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0x1B)) >=s 0, "P58 derived dst-ac0 @70177A6F")
